ticker,earnings_date,E_trade_date,mom_pre_sum,mom_pre_slope,mom_hold_sum,mom_hold_slope,keep_direction,accelerate,pre_avg,hold_avg,valid,reason,events_source
AAPL,2019-07-31,2019-07-31,0.03524353689773019,0.0018863235099070834,-0.00028724230435006604,0.001382085290208046,1,0,0.0017621768448865093,-5.744846087001321e-05,1,ok,yfinance_earnings
AAPL,2019-10-31,2019-10-31,0.10524147403286577,0.005357596535351198,0.0003289301386288912,-0.0016061654177226715,0,0,0.0052620737016432885,6.578602772577824e-05,1,ok,yfinance_earnings
AAPL,2020-01-29,2020-01-29,0.09188530462968814,0.004431232693570472,0.0035317811684478784,-0.0032795332839927306,0,0,0.0045942652314844065,0.0007063562336895757,1,ok,yfinance_earnings
AAPL,2020-05-01,2020-05-01,0.1984757444439449,0.0067860726808996845,0.06601880042125163,0.009109180423615105,1,1,0.009923787222197245,0.013203760084250327,1,ok,yfinance_earnings
AAPL,2020-07-31,2020-07-31,0.05516387314893123,0.000569733052843222,0.035394010445377155,0.007817164067833105,1,1,0.0027581936574465615,0.007078802089075431,1,ok,yfinance_earnings
AAPL,2020-10-30,2020-10-30,-0.012666665343966876,-0.0005895447771904102,-0.0037217381472638422,-0.002917476192599899,1,1,-0.0006333332671983438,-0.0007443476294527685,1,ok,yfinance_earnings
AAPL,2021-01-28,2021-01-28,0.038533984382842945,0.0035440146186847665,0.07322027224360372,0.010342151254480746,1,1,0.0019266992191421472,0.014644054448720745,1,ok,yfinance_earnings
AAPL,2021-04-29,2021-04-29,0.1080428695754243,0.004316008737350441,0.0005991509394940309,0.0025228673619069222,1,0,0.005402143478771215,0.00011983018789880617,1,ok,yfinance_earnings
AAPL,2021-07-28,2021-07-28,0.08522321654102338,0.0038392176859813826,0.004233348718397423,0.003356461153698831,1,0,0.004261160827051169,0.0008466697436794845,1,ok,yfinance_earnings
AAPL,2021-10-29,2021-10-29,0.07532382041592367,0.004032232189700015,0.02046086471148989,0.005293210553253048,1,1,0.0037661910207961837,0.004092172942297978,1,ok,yfinance_earnings
AAPL,2022-01-28,2022-01-28,-0.1192194116163634,-0.006663864364382077,-0.03268434036737489,-0.005168763522316322,1,1,-0.00596097058081817,-0.006536868073474977,1,ok,yfinance_earnings
AAPL,2022-04-29,2022-04-29,-0.08282171786284476,-0.005298447157368466,-0.01684572205061574,-0.0016770764478593492,1,0,-0.004141085893142238,-0.0033691444101231482,1,ok,yfinance_earnings
AAPL,2022-07-29,2022-07-29,0.12234527889531588,0.006239385348318019,0.01279175387463738,0.006666777540885871,1,0,0.006117263944765794,0.002558350774927476,1,ok,yfinance_earnings
AAPL,2022-10-28,2022-10-28,0.016151970736077104,0.002500847191155266,0.00978532421753453,-0.0034496643129880767,0,0,0.0008075985368038551,0.001957064843506906,1,ok,yfinance_earnings
AAPL,2023-02-03,2023-02-03,0.1769522353161408,0.00800211337835376,0.04655165215581114,0.008277015120959508,1,1,0.00884761176580704,0.009310330431162228,1,ok,yfinance_earnings
AAPL,2023-05-05,2023-05-05,0.012319800955966187,0.001797389514956844,-0.015679675059184994,-0.00590834637441624,0,0,0.0006159900477983093,-0.0031359350118369987,1,ok,yfinance_earnings
AAPL,2023-08-04,2023-08-04,-0.0033421330015332984,0.0013791762188777592,-0.010666309440793498,-0.00680640219241706,0,0,-0.00016710665007666493,-0.0021332618881586994,1,ok,yfinance_earnings
AAPL,2023-11-03,2023-11-03,0.015093548933106327,-0.002798153685856274,0.0620301614519434,0.012956493227726806,0,0,0.0007546774466553163,0.01240603229038868,1,ok,yfinance_earnings
AAPL,2024-02-02,2024-02-02,0.014066001526640726,0.002291039796704392,-0.0383744572283824,-0.00976222872884227,0,0,0.0007033000763320363,-0.00767489144567648,1,ok,yfinance_earnings
AAPL,2024-05-03,2024-05-03,0.02463174329135054,-1.9393198505127628e-05,0.018313825826391295,0.0019080125210122034,0,0,0.0012315871645675268,0.003662765165278259,1,ok,yfinance_earnings
AAPL,2024-08-02,2024-08-02,-0.014503324943001772,-0.0033047851200450487,0.003992156348578746,0.0021109363346453413,0,0,-0.0007251662471500886,0.0007984312697157491,1,ok,yfinance_earnings
AAPL,2024-11-01,2024-11-01,0.0010630287558699436,0.0012193344821134352,-0.020417705115533202,-0.006234833105708315,0,0,5.315143779349718e-05,-0.00408354102310664,1,ok,yfinance_earnings
AAPL,2025-01-31,2025-01-31,-0.05967598810637931,-0.003649911078358406,0.06041931202656858,0.016922184613016977,0,0,-0.0029837994053189655,0.012083862405313717,1,ok,yfinance_earnings
AAPL,2025-05-02,2025-05-02,-0.04836141362404156,0.006937963400197722,0.02347813576484814,0.004940877744823613,1,1,-0.002418070681202078,0.004695627152969628,1,ok,yfinance_earnings
AAPL,2025-08-01,2025-08-01,-0.023190906634561692,0.00014097581709350616,-0.02938514639489398,-0.008352911072909298,0,0,-0.0011595453317280846,-0.0058770292789787956,1,ok,yfinance_earnings
AAPL,2025-10-31,2025-10-31,0.05401189624260194,0.0035291404684870357,0.044528849703385553,0.006755395651948781,1,1,0.0027005948121300973,0.00890576994067711,1,ok,yfinance_earnings
MSFT,2019-10-23,2019-10-23,-0.007379109153192509,0.00035984203002956654,-0.03742288947410177,-0.006745106696729142,0,0,-0.00036895545765962544,-0.007484577894820354,1,ok,yfinance_earnings
MSFT,2020-01-29,2020-01-29,0.04007708837210089,0.0029067758601002158,-0.006265524559908364,-0.0029891613727018656,0,0,0.0020038544186050445,-0.0012531049119816728,1,ok,yfinance_earnings
MSFT,2020-04-29,2020-04-29,0.05807000243753624,0.006482982285654876,0.011788245610700798,-0.0027999482804385244,0,0,0.002903500121876812,0.00235764912214016,1,ok,yfinance_earnings
MSFT,2020-07-30,2020-07-30,0.002698930807389921,-0.001622552930016198,-0.03699232640753358,0.0018523849525869274,0,0,0.00013494654036949605,-0.007398465281506716,1,ok,yfinance_earnings
MSFT,2020-10-27,2020-10-27,0.003051037890839048,0.001965505871284185,-0.019514993517761425,-0.003640534701778897,0,0,0.0001525518945419524,-0.003902998703552285,1,ok,yfinance_earnings
MSFT,2021-01-26,2021-01-26,0.03778052541371313,0.0001685404439748056,0.07638606428567218,0.012459196760898373,1,1,0.0018890262706856564,0.015277212857134436,1,ok,yfinance_earnings
MSFT,2021-04-27,2021-04-27,0.10076171867047723,0.005635197527999184,0.01080164306022624,0.0027501648927491297,1,0,0.005038085933523862,0.0021603286120452482,1,ok,yfinance_earnings
MSFT,2021-07-29,2021-07-29,0.05316733907623572,0.00263196049152991,0.01698369042775827,-0.0010305385495855469,0,0,0.002658366953811786,0.0033967380855516537,1,ok,yfinance_earnings
MSFT,2021-10-26,2021-10-26,0.046363727103211794,0.005399518679930573,0.002729619132502137,0.0005026976206035094,1,0,0.0023181863551605896,0.0005459238265004274,1,ok,yfinance_earnings
MSFT,2022-01-25,2022-01-25,-0.12159600168817786,-0.008152895013797413,-0.04560861668398264,-0.006629728705738991,1,1,-0.006079800084408893,-0.009121723336796528,1,ok,yfinance_earnings
MSFT,2022-04-26,2022-04-26,-0.07861685175662192,-0.007564640631139023,0.0007126781408066662,-0.007637939276364669,1,0,-0.003930842587831096,0.00014253562816133326,1,ok,yfinance_earnings
MSFT,2022-07-28,2022-07-28,0.04669378959363968,-0.0003944540608490992,0.024370075899464716,-0.0003796003185621899,1,1,0.002334689479681984,0.004874015179892943,1,ok,yfinance_earnings
MSFT,2022-10-25,2022-10-25,0.04044282713632885,-0.0003595697294135382,0.04010610711597362,0.009563099037172229,0,0,0.0020221413568164426,0.008021221423194724,1,ok,yfinance_earnings
MSFT,2023-01-24,2023-01-24,-0.00759731855188317,0.0002693091405958066,0.013906377174279783,0.0036999524458411594,1,1,-0.0003798659275941585,0.0027812754348559565,1,ok,yfinance_earnings
MSFT,2023-04-25,2023-04-25,0.004267931041040285,0.0011399695979452346,-0.02464321588339491,-0.005567606467857633,0,0,0.00021339655205201424,-0.004928643176678982,1,ok,yfinance_earnings
MSFT,2023-07-27,2023-07-27,0.00951878463503597,0.002058193486459842,-0.049978127641193915,-0.003241371832463269,0,0,0.0004759392317517985,-0.009995625528238784,1,ok,yfinance_earnings
MSFT,2023-10-24,2023-10-24,0.03642604040743791,0.0033477345394447894,-0.010031048299281586,-0.0027047117151510315,0,0,0.0018213020203718955,-0.0020062096598563173,1,ok,yfinance_earnings
MSFT,2024-01-30,2024-01-30,0.08780159007639021,0.005699005687144324,0.032772726007092245,0.00569238488671644,1,1,0.00439007950381951,0.006554545201418449,1,ok,yfinance_earnings
MSFT,2024-04-25,2024-04-25,-0.030313881735255066,-0.0026820942753781325,-0.00677317357627949,0.004450808500509762,0,0,-0.0015156940867627534,-0.0013546347152558979,1,ok,yfinance_earnings
MSFT,2024-07-30,2024-07-30,-0.04629521982146212,-0.005040724542213964,-0.037282856948061216,-0.009167105460793135,1,1,-0.002314760991073106,-0.007456571389612243,1,ok,yfinance_earnings
MSFT,2024-10-30,2024-10-30,0.026413754693450642,0.0018742847665573757,0.01033215873356852,0.0038694315981304683,1,1,0.001320687734672532,0.002066431746713704,1,ok,yfinance_earnings
MSFT,2025-01-29,2025-01-29,0.02053597477252911,0.002620038126806356,0.04271522004450912,-0.002309840141017272,0,0,0.0010267987386264553,0.008543044008901823,1,ok,yfinance_earnings
MSFT,2025-04-30,2025-04-30,0.04848698005349572,0.0019284283289805852,0.07158117326888824,0.011222607654045192,1,1,0.002424349002674786,0.014316234653777649,1,ok,yfinance_earnings
MSFT,2025-07-30,2025-07-30,0.03002264515337405,0.0020692439199163745,0.014344366563359578,0.0029481137905725597,1,1,0.0015011322576687024,0.002868873312671916,1,ok,yfinance_earnings
MSFT,2025-10-29,2025-10-29,0.04551644952917311,0.0007770359939056331,0.04607656688621553,0.010189268860990275,1,1,0.0022758224764586553,0.009215313377243106,1,ok,yfinance_earnings
AMZN,2019-10-25,2019-10-25,0.02325836923066582,0.001874225616646941,-0.003755325838179502,0.001306473875131431,1,0,0.001162918461533291,-0.0007510651676359004,1,ok,yfinance_earnings
AMZN,2020-01-31,2020-01-31,0.01228459370038859,-0.0012109274266774916,-0.007402980303089279,0.0025780481561545445,0,0,0.0006142296850194295,-0.0014805960606178558,1,ok,yfinance_earnings
AMZN,2020-05-01,2020-05-01,0.2599378989444494,0.012765480151393857,0.03059667435054525,0.005085073113480299,1,0,0.01299689494722247,0.00611933487010905,1,ok,yfinance_earnings
AMZN,2020-07-31,2020-07-31,0.05841896938060298,-0.00014887717981364605,0.02163888480263587,0.0021238426308503476,0,0,0.002920948469030149,0.0043277769605271745,1,ok,yfinance_earnings
AMZN,2020-10-30,2020-10-30,-0.0031870388891759305,-4.875932231026043e-05,0.01083704429921184,-0.0009775594064561411,1,1,-0.00015935194445879653,0.002167408859842368,1,ok,yfinance_earnings
AMZN,2021-02-03,2021-02-03,0.058911795063306904,0.0031472354317202255,0.01606622368063526,0.012118450864888252,1,1,0.0029455897531653454,0.003213244736127052,1,ok,yfinance_earnings
AMZN,2021-04-30,2021-04-30,0.11504150440784144,0.003167394708965269,0.0478739867659943,0.009101160235862516,1,1,0.005752075220392072,0.00957479735319886,1,ok,yfinance_earnings
AMZN,2021-07-30,2021-07-30,0.04539367881705836,0.00025007756503352824,-0.010530715980801908,-0.00502294445607987,0,0,0.002269683940852918,-0.0021061431961603818,1,ok,yfinance_earnings
AMZN,2021-10-29,2021-10-29,0.048000749406329035,0.0031831951308486355,0.003359713650440632,0.008697197948036094,1,0,0.002400037470316452,0.0006719427300881265,1,ok,yfinance_earnings
AMZN,2022-02-04,2022-02-04,-0.1686790201118482,-0.008636769234106627,-0.005687918600971287,-0.00656748871929187,1,0,-0.00843395100559241,-0.0011375837201942573,1,ok,yfinance_earnings
AMZN,2022-04-29,2022-04-29,-0.13985228748942724,-0.008172392596464533,-0.025263230731250808,-0.005223795997519787,1,0,-0.006992614374471362,-0.005052646146250161,1,ok,yfinance_earnings
AMZN,2022-07-29,2022-07-29,0.11569983604522882,0.005788124187834338,-0.019035838760614432,-0.00036928123036661376,0,0,0.005784991802261441,-0.0038071677521228863,1,ok,yfinance_earnings
AMZN,2022-10-28,2022-10-28,-0.03402174271311331,-0.0002689656067360494,-0.037933914121149215,-0.01806141083826702,1,1,-0.0017010871356556655,-0.007586782824229843,1,ok,yfinance_earnings
AMZN,2023-02-03,2023-02-03,0.28229412039510304,0.010813519398496061,0.1292514544504133,0.024326897787356572,1,1,0.014114706019755152,0.025850290890082662,1,ok,yfinance_earnings
AMZN,2023-04-28,2023-04-28,0.0911755928851754,0.0023799788390717197,0.05628037738472624,0.004112709976295736,1,1,0.00455877964425877,0.011256075476945248,1,ok,yfinance_earnings
AMZN,2023-08-04,2023-08-04,0.004275693866622632,-0.00041948059343203476,0.005133030812398687,-0.009233343944830174,1,1,0.0002137846933311316,0.0010266061624797373,1,ok,yfinance_earnings
AMZN,2023-10-27,2023-10-27,-0.05222121946113134,-0.0013684086326426956,-0.07124837234148007,-0.013324964151150453,1,1,-0.002611060973056567,-0.014249674468296013,1,ok,yfinance_earnings
AMZN,2024-02-02,2024-02-02,0.07028072623827075,0.004171648155265994,0.009652150670736326,-0.003629325064173195,0,0,0.0035140363119135374,0.0019304301341472653,1,ok,yfinance_earnings
AMZN,2024-05-01,2024-05-01,-0.03199689531179839,-0.0027840969174314496,-0.025612013010200663,0.0023029779726278397,0,0,-0.0015998447655899196,-0.005122402602040133,1,ok,yfinance_earnings
AMZN,2024-08-02,2024-08-02,-0.07087799837681619,-0.005506217685249075,0.023192955756695888,0.003755517445634382,0,0,-0.0035438999188408095,0.004638591151339177,1,ok,yfinance_earnings
AMZN,2024-11-01,2024-11-01,0.024107949908016124,0.0014227417548949338,0.00010724295164177278,0.0007491067272414221,1,0,0.0012053974954008063,2.1448590328354554e-05,1,ok,yfinance_earnings
AMZN,2025-02-07,2025-02-07,0.07257925203697901,0.00531018206700899,0.017699587367395964,0.000437477821580412,1,0,0.003628962601848951,0.0035399174734791925,1,ok,yfinance_earnings
AMZN,2025-05-02,2025-05-02,-0.030089516245969783,0.0031895422153572204,0.019430476759147552,-0.00048651693645860303,0,0,-0.0015044758122984892,0.0038860953518295104,1,ok,yfinance_earnings
AMZN,2025-08-01,2025-08-01,0.06252725744835441,0.002766213959085492,0.008062851492150358,0.0011709178221782856,1,0,0.0031263628724177207,0.0016125702984300717,1,ok,yfinance_earnings
AMZN,2025-10-31,2025-10-31,0.0020212324976984775,0.0012653847978470498,0.007973932484386381,0.000248622801563414,1,1,0.00010106162488492388,0.0015947864968772762,1,ok,yfinance_earnings
GOOGL,2022-07-27,2022-07-27,-0.09800305688764066,-0.00184858119134974,-0.08037958321914562,-0.022393255075969433,1,1,-0.004900152844382033,-0.016075916643829125,1,ok,yfinance_earnings
GOOGL,2022-10-26,2022-10-26,0.0691433789828011,0.0016940036382765914,0.03615500988787357,0.012025241816095544,1,1,0.003457168949140055,0.007231001977574714,1,ok,yfinance_earnings
GOOGL,2023-02-03,2023-02-03,0.20147540517026385,0.008990908568029558,0.09966332549625445,0.019710966743680735,1,1,0.010073770258513193,0.01993266509925089,1,ok,yfinance_earnings
GOOGL,2023-04-26,2023-04-26,0.013475084179138008,0.0016760927149133786,-0.006239380691503094,9.235873268664817e-06,1,1,0.0006737542089569004,-0.0012478761383006188,1,ok,yfinance_earnings
GOOGL,2023-07-26,2023-07-26,0.03217912203368023,0.0014465772038820483,-0.012603449811265044,0.002230640057918265,1,1,0.0016089561016840114,-0.0025206899622530086,1,ok,yfinance_earnings
GOOGL,2023-10-25,2023-10-25,0.07663234389150464,0.0026646841285572933,-0.006534270309985324,0.00031686586245900373,1,0,0.003831617194575232,-0.0013068540619970647,1,ok,yfinance_earnings
GOOGL,2024-01-31,2024-01-31,0.08089585623730411,0.006031831126701511,0.029616919091965066,0.0047522462605024355,1,1,0.0040447928118652055,0.005923383818393013,1,ok,yfinance_earnings
GOOGL,2024-04-26,2024-04-26,0.03343751780082993,0.0014086289706260614,-6.40566126648423e-05,0.004271091632044666,1,0,0.0016718758900414964,-1.281132253296846e-05,1,ok,yfinance_earnings
GOOGL,2024-07-24,2024-07-24,0.014238045455395643,-0.0013148697992019544,-0.01164871574678017,0.003064070384914697,0,0,0.0007119022727697822,-0.002329743149356034,1,ok,yfinance_earnings
GOOGL,2024-10-30,2024-10-30,0.015980282458794903,0.0003482277085001899,0.027120579540948597,0.010731428368417362,1,1,0.0007990141229397452,0.00542411590818972,1,ok,yfinance_earnings
GOOGL,2025-02-05,2025-02-05,0.0733181022739533,0.0025026518384670313,0.05518228529837277,0.011102899599921124,1,1,0.003665905113697665,0.011036457059674553,1,ok,yfinance_earnings
GOOGL,2025-04-25,2025-04-25,-0.03564539391829502,-0.0003808540929339392,0.03807126461140342,0.01553502451820199,0,0,-0.0017822696959147511,0.007614252922280684,1,ok,yfinance_earnings
GOOGL,2025-07-24,2025-07-24,0.13161819518884865,0.004752116931706911,0.03891162258542913,0.01045385753607757,1,1,0.006580909759442433,0.007782324517085826,1,ok,yfinance_earnings
GOOGL,2025-10-30,2025-10-30,0.11435632523699457,0.00517548533438775,0.08700809096432671,0.019163473474706726,1,1,0.005717816261849728,0.017401618192865342,1,ok,yfinance_earnings
NVDA,2019-11-14,2019-11-14,0.07133438936835557,0.004593671042580181,0.004516906941535392,0.001097564622924363,1,0,0.0035667194684177784,0.0009033813883070785,1,ok,yfinance_earnings
NVDA,2020-02-20,2020-02-20,0.23843339211466263,0.010232844315857699,0.16104365490793282,0.037864570663979746,1,1,0.011921669605733131,0.03220873098158657,1,ok,yfinance_earnings
NVDA,2020-05-21,2020-05-21,0.22624926759448738,0.011282374802327803,0.14232943534973863,0.0257677390248936,1,1,0.011312463379724368,0.028465887069947727,1,ok,yfinance_earnings
NVDA,2020-08-19,2020-08-19,0.1714960800929708,0.008871730949777012,0.12223831561152965,0.021375549650137948,1,1,0.00857480400464854,0.02444766312230593,1,ok,yfinance_earnings
NVDA,2020-11-18,2020-11-18,-0.016496006574012068,0.0012268774325633449,0.04981500835406827,0.000497150816843428,1,1,-0.0008248003287006034,0.009963001670813654,1,ok,yfinance_earnings
NVDA,2021-02-26,2021-02-26,0.02972548979476164,0.005197755255953427,-0.10825683410639142,-0.021969130096412656,0,0,0.001486274489738082,-0.021651366821278283,1,ok,yfinance_earnings
NVDA,2021-05-26,2021-05-26,0.01714551467815051,-0.0003635657061188858,0.11014562249271309,0.027933130423883144,0,0,0.0008572757339075255,0.022029124498542618,1,ok,yfinance_earnings
NVDA,2021-08-20,2021-08-20,0.01035742115440419,0.0007316590536745651,-0.005390262031376825,-0.00857019604840006,0,0,0.0005178710577202095,-0.0010780524062753648,1,ok,yfinance_earnings
NVDA,2021-11-22,2021-11-22,0.3725433596031289,0.015759912970041794,0.08193926856597944,0.023563128641175934,1,0,0.018627167980156446,0.01638785371319589,1,ok,yfinance_earnings
NVDA,2022-03-18,2022-03-18,-0.067917798485293,-0.002030094365318487,0.08895873575022373,0.036618358377841484,0,0,-0.00339588992426465,0.017791747150044744,1,ok,yfinance_earnings
NVDA,2022-05-27,2022-05-27,-0.10271301747383754,-0.00764936063535156,0.041578403498542915,0.013856579942037017,0,0,-0.005135650873691877,0.008315680699708583,1,ok,yfinance_earnings
NVDA,2022-08-31,2022-08-31,-0.1804017648873426,-0.00783095102835956,-0.10503071355092164,-0.03402825499621502,1,1,-0.00902008824436713,-0.021006142710184326,1,ok,yfinance_earnings
NVDA,2022-11-18,2022-11-18,0.25125045827982184,0.014380203939445937,-0.0046458811071352635,-0.01051620722942741,0,0,0.012562522913991092,-0.0009291762214270527,1,ok,yfinance_earnings
NVDA,2023-02-24,2023-02-24,0.2026586300331248,0.005727106121493089,0.038774460685507606,0.011555155108472628,1,0,0.010132931501656239,0.007754892137101521,1,ok,yfinance_earnings
NVDA,2023-05-26,2023-05-26,0.3328872409645447,0.009233016717296379,0.18143726408996352,0.03685081465571409,1,1,0.016644362048227234,0.036287452817992706,1,ok,yfinance_earnings
NVDA,2023-08-28,2023-08-28,-0.01578147663331908,0.001058793723880408,0.06090323231521122,-0.0008613580578115343,0,0,-0.000789073831665954,0.012180646463042243,1,ok,yfinance_earnings
NVDA,2023-11-21,2023-11-21,0.15955117612332614,0.012122347837009446,0.03613474224505575,0.0038452465375472754,1,0,0.007977558806166306,0.00722694844901115,1,ok,yfinance_earnings
NVDA,2024-02-21,2024-02-21,0.1520744363919624,0.011472422717297861,-0.03946886064846744,-0.009318203388632363,0,0,0.007603721819598119,-0.007893772129693489,1,ok,yfinance_earnings
NVDA,2024-05-29,2024-05-29,0.2607580018628983,0.010993900950783094,0.18377116281911743,0.04692991802005499,1,1,0.013037900093144917,0.036754232563823486,1,ok,yfinance_earnings
NVDA,2024-08-28,2024-08-28,0.21257994376917022,0.012834060135859655,0.008217692488688755,0.0018628258012803657,1,0,0.01062899718845851,0.001643538497737751,1,ok,yfinance_earnings
NVDA,2024-11-20,2024-11-20,0.023538447835731446,0.002921020687341299,-0.008669167096505781,-0.0035992604519059063,0,0,0.0011769223917865723,-0.0017338334193011562,1,ok,yfinance_earnings
NVDA,2025-02-26,2025-02-26,0.06703182925728335,0.0060793130972505195,-0.0960780077555361,-0.02624572831686729,0,0,0.0033515914628641673,-0.01921560155110722,1,ok,yfinance_earnings
NVDA,2025-05-28,2025-05-28,0.22010379061352303,0.013069539062084193,-0.0005165069808077405,0.0012722868470674165,1,0,0.011005189530676151,-0.0001033013961615481,1,ok,yfinance_earnings
NVDA,2025-08-27,2025-08-27,0.035046183028144995,3.845977626521857e-05,0.03430573477847254,0.009857532932679814,1,1,0.0017523091514072497,0.006861146955694508,1,ok,yfinance_earnings
NVDA,2025-11-19,2025-11-19,0.0011033479214086483,-0.0009891900636500614,-0.06303487611550551,-0.01340778269363634,1,1,5.5167396070432415e-05,-0.012606975223101103,1,ok,yfinance_earnings
